timestamp,lap time,stroke count,stroke type
2024-04-02T21:59:11Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-02T21:59:27Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-04T10:13:39Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-04T10:13:54Z,00:00:19.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-04T10:14:21Z,00:00:09.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-04T10:18:38Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-04T10:19:21Z,00:00:50.000,27,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-04T10:21:37Z,00:00:20.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-04T10:33:26Z,00:00:30.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-04T10:45:52Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-04T10:46:15Z,00:00:18.000,17,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-04T10:46:43Z,00:00:13.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-04T10:47:14Z,00:00:12.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-04T10:47:39Z,00:00:11.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-05T15:04:25Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-05T15:35:22Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-05T16:09:40Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T10:57:23Z,00:00:15.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T10:59:30Z,00:00:09.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T11:00:05Z,00:00:09.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T11:00:24Z,00:00:10.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T11:05:44Z,00:00:20.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T11:06:16Z,00:00:53.000,26,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T11:10:59Z,00:00:19.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T11:11:22Z,00:00:18.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T11:11:52Z,00:00:25.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T11:15:12Z,00:00:55.000,27,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T11:16:10Z,00:00:39.000,20,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T11:16:53Z,00:00:26.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T11:48:35Z,00:00:40.000,19,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T11:50:50Z,00:00:12.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T11:53:33Z,00:00:13.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T11:54:05Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T11:54:17Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-06T11:54:33Z,00:00:28.000,16,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:19:54Z,00:00:27.000,18,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:20:33Z,00:00:35.000,22,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:21:12Z,00:00:24.000,19,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:21:38Z,00:00:13.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:24:26Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:24:49Z,00:00:26.000,18,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:25:37Z,00:00:25.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:26:09Z,00:00:08.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:28:57Z,00:00:16.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:29:22Z,00:00:14.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:29:48Z,00:00:28.000,23,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:31:01Z,00:00:15.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:33:11Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:34:06Z,00:00:37.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:34:54Z,00:00:22.000,17,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:35:20Z,00:00:11.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:36:00Z,00:00:08.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:36:13Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:44:39Z,00:00:25.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:46:13Z,00:00:16.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-08T10:48:12Z,00:00:20.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-11T10:09:00Z,00:00:16.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-11T10:11:45Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-11T10:12:15Z,00:00:56.000,24,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-11T10:13:19Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-11T10:55:23Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-12T11:18:03Z,00:00:46.000,24,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-12T11:20:32Z,00:00:14.000,17,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-12T11:27:31Z,00:00:10.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-12T11:27:46Z,00:00:45.000,23,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-15T17:53:39Z,00:00:23.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-17T15:38:08Z,00:00:09.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-22T09:50:11Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-22T09:52:26Z,00:00:11.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-22T09:55:41Z,00:00:26.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-22T09:56:25Z,00:00:35.000,17,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-22T09:57:06Z,00:00:18.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-22T09:57:44Z,00:00:34.000,19,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-24T19:40:08Z,00:00:10.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-24T19:40:22Z,00:00:14.000,16,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-24T19:41:06Z,00:00:18.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-24T19:41:39Z,00:00:10.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-24T19:50:24Z,00:00:22.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-24T19:50:52Z,00:00:20.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-24T19:51:46Z,00:00:24.000,16,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-24T19:52:42Z,00:00:25.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-24T19:55:18Z,00:00:11.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-24T19:56:02Z,00:00:11.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-24T20:05:05Z,00:00:26.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-24T20:09:09Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-24T20:09:36Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-24T20:09:57Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-24T20:13:53Z,00:00:20.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-24T20:14:49Z,00:00:19.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-25T09:59:08Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-25T10:00:30Z,00:00:10.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-25T10:01:29Z,00:00:10.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-25T10:01:55Z,00:00:56.000,26,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-27T10:05:00Z,00:00:14.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-27T10:05:47Z,00:00:35.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-27T10:10:46Z,00:00:27.000,16,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-27T10:11:22Z,00:00:13.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-27T10:11:46Z,00:00:57.000,27,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-27T10:12:47Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-27T20:10:16Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-28T03:45:59Z,00:00:26.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-28T04:18:13Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-29T15:04:12Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-29T23:51:10Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-30T10:41:21Z,00:00:09.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-30T10:44:59Z,00:00:20.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2024-04-30T12:09:44Z,00:00:17.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
