timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise
2023-03-05T05:26:00Z,14.8,1.0,8.554,13.8,1.2,4.086,13.6,1.8,3.22,14.8,1.0,8.554
2023-03-09T03:56:30Z,-1.0,0.0,0.0,15.8,2.0,8.421,-1.0,0.0,2.357,15.8,2.0,8.421
