timestamp,lap time,stroke count,stroke type
2023-05-02T05:49:47Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T06:13:28Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T10:36:42Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T12:17:14Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T13:55:10Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T13:57:31Z,00:00:21.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T14:15:43Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T14:21:53Z,00:00:22.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T14:22:35Z,00:00:20.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T14:26:38Z,00:00:30.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T14:29:33Z,00:00:31.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T14:41:59Z,00:00:46.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T14:51:11Z,00:00:44.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T15:10:56Z,00:00:22.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-11T23:29:55Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-11T23:38:02Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-11T23:47:06Z,00:00:24.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-11T23:48:24Z,00:00:28.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-11T23:57:43Z,00:00:36.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-11T23:59:01Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-11T23:59:34Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-12T00:13:28Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-12T14:22:03Z,00:00:14.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-12T14:23:08Z,00:00:09.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-12T14:23:22Z,00:00:11.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-12T14:24:11Z,00:00:08.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-12T14:25:03Z,00:00:10.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-12T14:25:42Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-12T16:28:10Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
