timestamp,lap time,stroke count,stroke type
2024-01-01T05:28:07Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-01T06:54:59Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-01T07:52:35Z,00:00:11.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-01T07:52:50Z,00:00:08.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-01T12:07:16Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T02:39:10Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T02:45:19Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T02:49:48Z,00:00:08.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T02:50:20Z,00:00:44.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T02:51:24Z,00:00:29.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T04:25:05Z,00:00:28.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T04:26:05Z,00:00:18.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T04:26:48Z,00:00:40.000,27,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T04:57:06Z,00:00:53.000,27,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T04:59:37Z,00:00:20.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T05:02:11Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T10:15:46Z,00:00:24.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:03:46Z,00:00:13.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:07:05Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:08:37Z,00:00:23.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:09:53Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:23:45Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:32:21Z,00:00:22.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:33:41Z,00:00:32.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:37:41Z,00:00:50.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:39:08Z,00:00:26.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:40:43Z,00:00:37.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:42:02Z,00:00:54.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:43:34Z,00:00:34.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:44:47Z,00:00:33.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:45:52Z,00:00:21.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:46:42Z,00:00:43.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:48:33Z,00:00:34.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:50:04Z,00:00:43.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:51:26Z,00:00:35.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:57:16Z,00:00:35.000,16,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-02T12:58:49Z,00:00:13.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T00:11:19Z,00:00:16.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T00:19:08Z,00:00:21.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T06:26:56Z,00:00:14.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T06:29:21Z,00:00:18.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T06:59:01Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T07:20:28Z,00:00:42.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T07:27:47Z,00:00:36.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T07:29:20Z,00:00:39.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T07:30:23Z,00:00:36.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T07:31:40Z,00:00:38.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T07:32:38Z,00:00:37.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T07:43:46Z,00:00:41.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T07:57:52Z,00:00:18.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T08:08:22Z,00:00:28.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T08:11:40Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T08:21:45Z,00:00:54.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T08:26:10Z,00:00:37.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T08:29:44Z,00:00:46.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T08:33:22Z,00:00:45.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T08:34:10Z,00:00:45.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T08:39:25Z,00:00:37.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T08:40:28Z,00:00:31.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T08:43:14Z,00:00:28.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T08:45:35Z,00:00:35.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T08:46:43Z,00:00:28.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T08:48:50Z,00:00:13.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-01-03T09:17:47Z,00:00:17.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
