timestamp,lap time,stroke count,stroke type
2025-01-01T07:12:13Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-01T07:17:07Z,00:00:21.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-01T07:21:51Z,00:00:22.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-01T07:22:36Z,00:00:21.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T03:34:58Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T13:13:06Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T13:52:37Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T13:54:58Z,00:00:21.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T16:18:14Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T16:22:06Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T16:23:38Z,00:00:37.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T16:27:47Z,00:00:22.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T16:28:41Z,00:00:22.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T16:33:09Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:14:53Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:15:13Z,00:00:28.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:16:15Z,00:00:23.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:17:06Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:19:07Z,00:00:29.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:22:14Z,00:00:51.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:28:00Z,00:00:29.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:29:07Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:32:49Z,00:00:29.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:34:06Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:35:44Z,00:00:32.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:38:10Z,00:00:32.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:39:11Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:41:58Z,00:00:28.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:43:10Z,00:00:31.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:44:23Z,00:00:22.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:46:27Z,00:00:28.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:48:36Z,00:00:50.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:49:52Z,00:00:29.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:50:41Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:52:08Z,00:00:18.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:53:20Z,00:00:31.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:54:01Z,00:00:28.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:55:20Z,00:00:20.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:55:51Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:57:40Z,00:00:22.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T20:59:36Z,00:00:49.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T21:01:06Z,00:00:34.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2025-01-02T21:02:12Z,00:00:32.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
