timestamp,lap time,stroke count,stroke type
2024-02-01T01:30:14Z,00:00:33.000,17,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-01T01:30:47Z,00:00:17.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-01T01:36:09Z,00:00:56.000,27,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-01T01:58:03Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-01T01:58:33Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-02T09:51:44Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-02T09:53:35Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-02T09:54:07Z,00:00:26.000,18,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-02T09:54:41Z,00:00:13.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-02T09:57:03Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-02T09:58:18Z,00:00:39.000,21,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-02T10:00:36Z,00:00:29.000,19,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-07T09:08:32Z,00:00:32.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-07T09:14:01Z,00:00:17.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-07T14:18:24Z,00:00:21.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-08T05:56:24Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-09T12:33:58Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-09T12:36:36Z,00:00:25.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-09T12:57:01Z,00:00:29.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-09T13:01:09Z,00:00:12.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-09T16:47:03Z,00:00:13.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-09T16:48:03Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-10T06:29:28Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-10T08:58:51Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-10T09:59:39Z,00:00:21.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-12T12:50:19Z,00:00:16.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-12T14:06:29Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-12T14:14:17Z,00:00:26.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-12T14:25:24Z,00:00:20.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-02-12T14:26:26Z,00:00:28.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
