timestamp,lap time,stroke count,stroke type
2024-03-01T09:43:13Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T09:46:34Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T09:47:58Z,00:00:31.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T09:50:06Z,00:00:26.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T09:54:40Z,00:00:27.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T10:11:01Z,00:00:22.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-02T08:05:26Z,00:00:10.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-02T08:05:41Z,00:00:18.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-02T08:06:02Z,00:00:32.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-02T08:08:00Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-02T08:09:01Z,00:00:09.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-02T08:10:39Z,00:00:19.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-02T08:11:31Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-02T08:14:00Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-02T08:14:36Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-02T08:20:49Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-02T08:21:21Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-02T08:21:51Z,00:00:27.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-02T08:23:34Z,00:00:44.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-02T08:24:27Z,00:00:53.000,20,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-02T08:42:36Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
