type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
SKIN,2024-12-01T23:12:30,2024-12-02T02:46:30,214,34.06663551401869,57.705025157023556,69.0521174222813,0.28941469438210604,0.7064318028965785
SKIN,2024-12-03T22:10,2024-12-04T04:48:30,398,33.76992462311558,8.197616580309841,297.2389442654094,0.28382316951302256,0.7241076219887159
SKIN,2024-12-04T22:19,2024-12-05T04:53:30,395,33.55898734177215,-75.18440063009439,249.14061290654354,0.2873152623024035,0.7395925810270042
SKIN,2024-12-06T22:29:30,2024-12-07T04:29:30,360,33.73502777777777,1.1334974093279016,207.91276865662076,0.2720453945629465,0.7359020839783924
SKIN,2024-12-12T22:40,2024-12-13T04:38:30,357,33.854369747899156,30.146909547738687,215.56554273178335,0.2620987542312815,0.7451521676090921
SKIN,2024-12-23T00:42,2024-12-23T06:20:30,334,34.001017964071856,48.98050420168147,184.7219574606279,0.17836249634910997,0.7418545070459757
SKIN,2024-12-23T23:46:30,2024-12-24T04:40:30,294,33.63925170068027,-50.83127253916609,63.41873288422357,0.18004011309438198,0.7276656021301927
SKIN,2024-12-25T03:26:30,2024-12-25T06:59:30,213,34.23042253521127,89.09264948692999,63.39732109202305,0.21327963896628896,0.7351803503143874
SKIN,2024-12-26T22:03,2024-12-27T04:51:30,409,33.68432762836186,-69.54722689075606,94.32219796604477,0.21100332254307047,0.7103072671443693
SKIN,2024-12-29T21:18:30,2024-12-30T04:19:30,421,33.361567695961995,-164.572480388053,293.19114750856534,0.25677676883775,0.7146435086820061
