date_time,heart_zone_id,total_minutes
2024-01-01T17:01,FAT_BURN,1
2024-01-01T17:11,FAT_BURN,1
2024-01-02T09:51,FAT_BURN,1
2024-01-02T09:52,FAT_BURN,1
2024-01-02T09:53,FAT_BURN,1
2024-01-02T09:54,FAT_BURN,1
2024-01-02T09:55,CARDIO,2
2024-01-02T09:56,CARDIO,2
2024-01-02T09:57,FAT_BURN,1
2024-01-02T09:58,FAT_BURN,1
2024-01-02T09:59,FAT_BURN,1
2024-01-02T10:01,FAT_BURN,1
2024-01-02T11:28,FAT_BURN,1
2024-01-02T11:29,FAT_BURN,1
2024-01-02T11:45,FAT_BURN,1
2024-01-02T11:46,FAT_BURN,1
2024-01-02T11:48,FAT_BURN,1
2024-01-02T11:49,FAT_BURN,1
2024-01-02T11:51,FAT_BURN,1
2024-01-02T11:52,FAT_BURN,1
2024-01-02T11:53,FAT_BURN,1
2024-01-02T11:54,FAT_BURN,1
2024-01-02T11:55,FAT_BURN,1
2024-01-02T11:56,FAT_BURN,1
2024-01-02T11:57,FAT_BURN,1
2024-01-02T11:58,FAT_BURN,1
2024-01-02T11:59,FAT_BURN,1
2024-01-02T12:00,FAT_BURN,1
2024-01-02T12:01,FAT_BURN,1
2024-01-02T12:02,FAT_BURN,1
2024-01-02T12:03,FAT_BURN,1
2024-01-02T12:04,FAT_BURN,1
2024-01-02T12:05,FAT_BURN,1
2024-01-02T19:05,FAT_BURN,1
2024-01-02T19:11,FAT_BURN,1
2024-01-04T11:15,FAT_BURN,1
2024-01-06T07:18,CARDIO,2
2024-01-06T07:19,CARDIO,2
2024-01-06T07:20,FAT_BURN,1
2024-01-06T07:21,CARDIO,2
2024-01-06T07:22,CARDIO,2
2024-01-06T07:23,CARDIO,2
2024-01-06T07:24,CARDIO,2
2024-01-06T07:25,CARDIO,2
2024-01-06T07:26,CARDIO,2
2024-01-06T07:27,CARDIO,2
2024-01-06T07:28,FAT_BURN,1
2024-01-06T07:29,CARDIO,2
2024-01-06T07:30,CARDIO,2
2024-01-06T07:31,CARDIO,2
2024-01-06T07:32,CARDIO,2
2024-01-06T07:33,CARDIO,2
2024-01-06T07:34,FAT_BURN,1
2024-01-06T07:37,FAT_BURN,1
2024-01-06T07:38,CARDIO,2
2024-01-06T07:39,FAT_BURN,1
2024-01-06T07:40,CARDIO,2
2024-01-06T07:41,FAT_BURN,1
2024-01-06T07:43,FAT_BURN,1
2024-01-06T07:44,FAT_BURN,1
2024-01-06T07:45,FAT_BURN,1
2024-01-06T07:46,CARDIO,2
2024-01-06T07:47,FAT_BURN,1
2024-01-06T07:49,FAT_BURN,1
2024-01-07T07:21,CARDIO,2
2024-01-07T07:22,CARDIO,2
2024-01-07T07:23,CARDIO,2
2024-01-07T07:24,FAT_BURN,1
2024-01-07T07:25,CARDIO,2
2024-01-07T07:26,CARDIO,2
2024-01-07T07:27,CARDIO,2
2024-01-07T07:28,CARDIO,2
2024-01-07T07:29,CARDIO,2
2024-01-07T07:30,CARDIO,2
2024-01-07T07:31,CARDIO,2
2024-01-07T07:32,CARDIO,2
2024-01-07T07:33,CARDIO,2
2024-01-07T07:34,CARDIO,2
2024-01-07T07:35,CARDIO,2
2024-01-07T07:36,CARDIO,2
2024-01-07T07:37,FAT_BURN,1
2024-01-07T07:38,FAT_BURN,1
2024-01-07T07:39,FAT_BURN,1
2024-01-07T07:43,FAT_BURN,1
2024-01-07T07:44,CARDIO,2
2024-01-07T07:45,CARDIO,2
2024-01-07T07:46,CARDIO,2
2024-01-07T07:47,CARDIO,2
2024-01-07T07:48,CARDIO,2
2024-01-07T07:49,CARDIO,2
2024-01-07T07:50,FAT_BURN,1
2024-01-08T15:14,FAT_BURN,1
2024-01-08T15:15,FAT_BURN,1
2024-01-08T15:16,CARDIO,2
2024-01-08T15:17,CARDIO,2
2024-01-08T15:18,FAT_BURN,1
2024-01-08T15:19,CARDIO,2
2024-01-08T15:20,FAT_BURN,1
2024-01-08T15:22,FAT_BURN,1
2024-01-08T15:23,FAT_BURN,1
2024-01-08T15:24,FAT_BURN,1
2024-01-08T15:25,FAT_BURN,1
2024-01-08T15:26,FAT_BURN,1
2024-01-08T15:27,FAT_BURN,1
2024-01-08T15:28,FAT_BURN,1
2024-01-08T15:29,FAT_BURN,1
2024-01-08T15:30,FAT_BURN,1
2024-01-08T15:31,FAT_BURN,1
2024-01-08T15:32,FAT_BURN,1
2024-01-08T15:33,FAT_BURN,1
2024-01-08T15:34,FAT_BURN,1
2024-01-08T15:35,FAT_BURN,1
2024-01-08T15:36,FAT_BURN,1
2024-01-08T15:37,CARDIO,2
2024-01-08T15:38,FAT_BURN,1
2024-01-08T15:39,FAT_BURN,1
2024-01-08T15:40,FAT_BURN,1
2024-01-08T15:41,FAT_BURN,1
2024-01-08T15:42,FAT_BURN,1
2024-01-08T15:43,FAT_BURN,1
2024-01-08T15:44,FAT_BURN,1
2024-01-08T15:45,FAT_BURN,1
2024-01-08T15:46,FAT_BURN,1
2024-01-08T15:47,FAT_BURN,1
2024-01-08T15:48,FAT_BURN,1
2024-01-08T15:49,FAT_BURN,1
2024-01-08T15:50,FAT_BURN,1
2024-01-08T15:51,CARDIO,2
2024-01-08T15:52,FAT_BURN,1
2024-01-08T15:53,FAT_BURN,1
2024-01-08T15:54,FAT_BURN,1
2024-01-08T15:55,FAT_BURN,1
2024-01-08T15:56,FAT_BURN,1
2024-01-08T15:59,FAT_BURN,1
2024-01-08T16:00,FAT_BURN,1
2024-01-08T16:01,FAT_BURN,1
2024-01-08T16:02,FAT_BURN,1
2024-01-08T16:03,CARDIO,2
2024-01-08T16:04,FAT_BURN,1
2024-01-08T16:05,FAT_BURN,1
2024-01-08T16:06,FAT_BURN,1
2024-01-08T16:07,CARDIO,2
2024-01-08T16:08,FAT_BURN,1
2024-01-08T16:09,FAT_BURN,1
2024-01-08T16:10,FAT_BURN,1
2024-01-08T16:11,FAT_BURN,1
2024-01-08T16:12,FAT_BURN,1
2024-01-08T16:13,FAT_BURN,1
2024-01-08T16:14,FAT_BURN,1
2024-01-08T16:15,FAT_BURN,1
2024-01-08T16:16,FAT_BURN,1
2024-01-08T16:17,FAT_BURN,1
2024-01-08T16:18,FAT_BURN,1
2024-01-08T16:19,FAT_BURN,1
2024-01-08T16:20,FAT_BURN,1
2024-01-08T16:21,FAT_BURN,1
2024-01-08T16:22,FAT_BURN,1
2024-01-08T16:24,FAT_BURN,1
2024-01-08T16:25,FAT_BURN,1
2024-01-08T16:26,FAT_BURN,1
2024-01-10T07:03,CARDIO,2
2024-01-10T07:04,CARDIO,2
2024-01-10T07:05,CARDIO,2
2024-01-10T07:06,CARDIO,2
2024-01-10T07:07,CARDIO,2
2024-01-10T07:08,CARDIO,2
2024-01-10T07:09,CARDIO,2
2024-01-10T07:10,CARDIO,2
2024-01-10T07:11,CARDIO,2
2024-01-10T07:12,CARDIO,2
2024-01-10T07:13,CARDIO,2
2024-01-10T07:14,CARDIO,2
2024-01-10T07:15,CARDIO,2
2024-01-10T07:16,CARDIO,2
2024-01-10T07:17,FAT_BURN,1
2024-01-10T07:18,FAT_BURN,1
2024-01-10T07:19,FAT_BURN,1
2024-01-10T07:20,FAT_BURN,1
2024-01-10T07:21,FAT_BURN,1
2024-01-10T07:22,CARDIO,2
2024-01-10T07:23,CARDIO,2
2024-01-10T07:24,CARDIO,2
2024-01-10T07:25,CARDIO,2
2024-01-10T07:26,CARDIO,2
2024-01-10T07:27,CARDIO,2
2024-01-10T07:28,CARDIO,2
2024-01-10T07:29,CARDIO,2
2024-01-10T07:30,CARDIO,2
2024-01-10T07:31,CARDIO,2
2024-01-10T07:32,CARDIO,2
2024-01-10T07:33,FAT_BURN,1
2024-01-10T07:34,FAT_BURN,1
2024-01-10T07:35,FAT_BURN,1
2024-01-10T07:36,FAT_BURN,1
2024-01-10T07:37,FAT_BURN,1
2024-01-12T15:05,FAT_BURN,1
2024-01-12T15:08,CARDIO,2
2024-01-12T15:09,CARDIO,2
2024-01-12T15:10,CARDIO,2
2024-01-12T15:11,CARDIO,2
2024-01-12T15:12,CARDIO,2
2024-01-12T15:13,FAT_BURN,1
2024-01-12T15:14,FAT_BURN,1
2024-01-12T15:15,FAT_BURN,1
2024-01-12T15:16,FAT_BURN,1
2024-01-12T15:17,FAT_BURN,1
2024-01-12T15:18,CARDIO,2
2024-01-12T15:19,FAT_BURN,1
2024-01-12T15:20,FAT_BURN,1
2024-01-12T15:21,FAT_BURN,1
2024-01-12T15:22,FAT_BURN,1
2024-01-12T15:23,FAT_BURN,1
2024-01-12T15:24,FAT_BURN,1
2024-01-12T15:25,FAT_BURN,1
2024-01-12T15:26,FAT_BURN,1
2024-01-12T15:27,FAT_BURN,1
2024-01-12T15:28,FAT_BURN,1
2024-01-12T15:29,FAT_BURN,1
2024-01-12T15:30,FAT_BURN,1
2024-01-12T15:31,FAT_BURN,1
2024-01-12T15:32,FAT_BURN,1
2024-01-12T15:33,FAT_BURN,1
2024-01-12T15:34,FAT_BURN,1
2024-01-12T15:35,FAT_BURN,1
2024-01-12T15:36,FAT_BURN,1
2024-01-12T15:37,FAT_BURN,1
2024-01-12T15:38,FAT_BURN,1
2024-01-12T15:39,FAT_BURN,1
2024-01-12T15:40,FAT_BURN,1
2024-01-12T15:41,FAT_BURN,1
2024-01-12T15:42,FAT_BURN,1
2024-01-12T15:43,FAT_BURN,1
2024-01-12T15:44,FAT_BURN,1
2024-01-12T15:45,FAT_BURN,1
2024-01-12T15:46,FAT_BURN,1
2024-01-12T15:47,FAT_BURN,1
2024-01-12T15:48,FAT_BURN,1
2024-01-12T15:49,FAT_BURN,1
2024-01-12T15:50,FAT_BURN,1
2024-01-12T15:51,FAT_BURN,1
2024-01-12T15:52,FAT_BURN,1
2024-01-12T15:53,FAT_BURN,1
2024-01-12T15:54,FAT_BURN,1
2024-01-12T15:55,CARDIO,2
2024-01-12T15:56,FAT_BURN,1
2024-01-12T15:57,FAT_BURN,1
2024-01-12T15:58,FAT_BURN,1
2024-01-12T15:59,FAT_BURN,1
2024-01-12T16:00,FAT_BURN,1
2024-01-12T16:01,FAT_BURN,1
2024-01-12T16:02,FAT_BURN,1
2024-01-12T16:03,FAT_BURN,1
2024-01-12T16:04,FAT_BURN,1
2024-01-12T16:05,FAT_BURN,1
2024-01-12T16:09,FAT_BURN,1
2024-01-12T16:12,FAT_BURN,1
2024-01-12T16:13,FAT_BURN,1
2024-01-12T16:15,FAT_BURN,1
2024-01-12T16:16,FAT_BURN,1
2024-01-12T16:18,FAT_BURN,1
2024-01-12T16:21,FAT_BURN,1
2024-01-12T16:22,FAT_BURN,1
2024-01-12T16:23,FAT_BURN,1
2024-01-12T16:24,FAT_BURN,1
2024-01-12T16:30,FAT_BURN,1
2024-01-14T07:14,CARDIO,2
2024-01-14T07:15,CARDIO,2
2024-01-14T07:16,CARDIO,2
2024-01-14T07:17,CARDIO,2
2024-01-14T07:18,CARDIO,2
2024-01-14T07:19,FAT_BURN,1
2024-01-14T07:20,CARDIO,2
2024-01-14T07:21,CARDIO,2
2024-01-14T07:22,CARDIO,2
2024-01-14T07:23,CARDIO,2
2024-01-14T07:24,CARDIO,2
2024-01-14T07:25,CARDIO,2
2024-01-14T07:26,CARDIO,2
2024-01-14T07:27,CARDIO,2
2024-01-14T07:28,CARDIO,2
2024-01-14T07:29,FAT_BURN,1
2024-01-14T07:30,FAT_BURN,1
2024-01-14T07:33,FAT_BURN,1
2024-01-14T07:34,CARDIO,2
2024-01-14T07:35,CARDIO,2
2024-01-14T07:36,CARDIO,2
2024-01-14T07:37,CARDIO,2
2024-01-14T07:38,CARDIO,2
2024-01-14T07:39,CARDIO,2
2024-01-14T07:40,CARDIO,2
2024-01-14T07:41,FAT_BURN,1
2024-01-14T07:42,FAT_BURN,1
2024-01-14T07:43,FAT_BURN,1
2024-01-14T07:44,CARDIO,2
2024-01-14T07:45,CARDIO,2
2024-01-14T07:46,FAT_BURN,1
2024-01-14T07:47,FAT_BURN,1
2024-01-14T11:41,FAT_BURN,1
2024-01-14T11:42,FAT_BURN,1
2024-01-14T11:55,FAT_BURN,1
2024-01-14T11:56,FAT_BURN,1
2024-01-15T15:13,FAT_BURN,1
2024-01-15T15:14,CARDIO,2
2024-01-15T15:15,FAT_BURN,1
2024-01-15T15:18,FAT_BURN,1
2024-01-15T15:19,FAT_BURN,1
2024-01-15T15:20,FAT_BURN,1
2024-01-15T15:21,FAT_BURN,1
2024-01-15T15:22,FAT_BURN,1
2024-01-15T15:23,FAT_BURN,1
2024-01-15T15:24,FAT_BURN,1
2024-01-15T15:25,FAT_BURN,1
2024-01-15T15:26,FAT_BURN,1
2024-01-15T15:27,FAT_BURN,1
2024-01-15T15:29,FAT_BURN,1
2024-01-15T15:30,FAT_BURN,1
2024-01-15T15:31,FAT_BURN,1
2024-01-15T15:32,FAT_BURN,1
2024-01-15T15:33,FAT_BURN,1
2024-01-15T15:34,FAT_BURN,1
2024-01-15T15:35,CARDIO,2
2024-01-15T15:36,FAT_BURN,1
2024-01-15T15:37,FAT_BURN,1
2024-01-15T15:38,CARDIO,2
2024-01-15T15:39,FAT_BURN,1
2024-01-15T15:40,FAT_BURN,1
2024-01-15T15:41,FAT_BURN,1
2024-01-15T15:43,CARDIO,2
2024-01-15T15:44,CARDIO,2
2024-01-15T15:45,FAT_BURN,1
2024-01-15T15:46,FAT_BURN,1
2024-01-15T15:47,FAT_BURN,1
2024-01-15T15:48,FAT_BURN,1
