timestamp,Infrared to Red Signal Ratio
05/24/25 00:02:32,-32
05/24/25 00:03:32,0
05/24/25 00:04:32,5
05/24/25 00:05:32,0
05/24/25 00:06:32,0
05/24/25 00:07:32,18
05/24/25 00:08:32,24
05/24/25 00:09:32,4
05/24/25 00:10:32,-9
05/24/25 00:11:32,-4
05/24/25 00:12:32,65
05/24/25 00:13:32,17
05/24/25 00:14:32,-47
05/24/25 00:15:32,0
05/24/25 00:16:32,0
05/24/25 00:17:32,0
05/24/25 00:18:32,14
05/24/25 00:19:32,16
05/24/25 00:20:32,-45
05/24/25 00:21:33,25
05/24/25 00:22:35,0
05/24/25 00:23:35,8
05/24/25 00:24:35,-8
05/24/25 00:25:35,2
05/24/25 00:26:35,13
05/24/25 00:27:35,3
05/24/25 00:28:35,4
05/24/25 00:29:35,0
05/24/25 00:30:35,0
05/24/25 00:31:35,-1
05/24/25 00:32:35,-7
05/24/25 00:33:35,7
05/24/25 00:34:35,0
05/24/25 00:35:35,-4
05/24/25 00:36:35,5
05/24/25 00:37:35,0
05/24/25 00:38:35,0
05/24/25 00:39:35,-3
05/24/25 00:40:35,0
05/24/25 00:41:35,-1
05/24/25 00:42:35,-5
05/24/25 00:43:35,-1
05/24/25 00:44:35,-8
05/24/25 00:45:35,0
05/24/25 00:46:35,0
05/24/25 00:47:35,0
05/24/25 00:48:35,-13
05/24/25 00:49:35,0
05/24/25 00:50:35,0
05/24/25 00:51:35,-6
05/24/25 00:52:35,1
05/24/25 00:53:35,42
05/24/25 00:54:35,-56
05/24/25 00:55:35,-1
05/24/25 00:56:35,19
05/24/25 00:57:35,-1
05/24/25 00:58:35,8
05/24/25 00:59:35,0
05/24/25 01:00:35,-34
05/24/25 01:01:35,-7
05/24/25 01:02:35,-2
05/24/25 01:03:35,-6
05/24/25 01:04:35,41
05/24/25 01:05:35,-36
05/24/25 01:06:35,-13
05/24/25 01:07:35,-21
05/24/25 01:08:35,1
05/24/25 01:09:35,8
05/24/25 01:10:35,3
05/24/25 01:11:35,-4
05/24/25 01:12:35,-17
05/24/25 01:13:35,13
05/24/25 01:14:35,-4
05/24/25 01:15:35,0
05/24/25 01:16:35,0
05/24/25 01:17:35,-10
05/24/25 01:18:35,-10
05/24/25 01:19:35,14
05/24/25 01:20:35,-15
05/24/25 01:21:35,0
05/24/25 01:22:35,-5
05/24/25 01:23:35,12
05/24/25 01:24:35,-23
05/24/25 01:25:35,-47
05/24/25 01:26:35,5
05/24/25 01:27:35,-3
05/24/25 01:28:35,-17
05/24/25 01:29:35,0
05/24/25 01:30:35,-21
05/24/25 01:31:35,8
05/24/25 01:32:35,0
05/24/25 01:33:35,0
05/24/25 01:34:35,-1
05/24/25 01:35:35,0
05/24/25 01:36:35,32
05/24/25 01:37:35,27
05/24/25 01:38:35,2
05/24/25 01:39:35,0
05/24/25 01:40:35,-6
05/24/25 01:41:35,-25
05/24/25 01:42:35,0
05/24/25 01:43:35,13
05/24/25 01:44:35,-31
05/24/25 01:45:35,17
05/24/25 01:46:35,0
05/24/25 01:47:35,4
05/24/25 01:48:35,-11
05/24/25 01:49:35,-49
05/24/25 01:50:35,0
05/24/25 01:51:35,0
05/24/25 01:52:35,1
05/24/25 01:53:35,0
05/24/25 01:54:35,-14
05/24/25 01:55:35,2
05/24/25 01:56:35,-8
05/24/25 01:57:35,-13
05/24/25 01:58:35,-13
05/24/25 01:59:35,23
05/24/25 02:00:35,-5
05/24/25 02:01:35,0
05/24/25 02:02:35,8
05/24/25 02:03:35,-2
05/24/25 02:04:35,0
05/24/25 02:05:35,8
05/24/25 02:06:35,-3
05/24/25 02:07:35,54
05/24/25 02:08:35,-8
05/24/25 02:09:35,-16
05/24/25 02:10:35,-26
05/24/25 02:11:35,-4
05/24/25 02:12:35,21
05/24/25 02:13:35,15
05/24/25 02:14:35,-4
05/24/25 02:15:35,-56
05/24/25 02:16:35,4
05/24/25 02:17:35,-20
05/24/25 02:18:35,-7
05/24/25 02:19:35,0
05/24/25 02:20:35,-15
05/24/25 02:21:35,-13
05/24/25 02:22:35,-4
05/24/25 02:23:35,1
05/24/25 02:24:35,51
05/24/25 02:25:35,25
05/24/25 02:26:35,3
05/24/25 02:27:35,18
05/24/25 02:28:35,7
05/24/25 02:29:35,-14
05/24/25 02:30:35,0
05/24/25 02:31:35,0
05/24/25 02:32:35,0
05/24/25 02:33:35,0
05/24/25 02:34:35,0
05/24/25 02:35:35,-3
05/24/25 02:36:35,-2
05/24/25 02:37:35,17
