timestamp,Infrared to Red Signal Ratio
08/04/25 06:38:00,0
08/04/25 06:39:00,-30
08/04/25 06:40:00,10
08/04/25 06:41:01,11
08/04/25 06:42:01,0
08/04/25 06:43:01,-8
08/04/25 06:44:01,26
08/04/25 06:45:01,-32
08/04/25 06:46:02,0
08/04/25 06:47:02,0
08/04/25 06:48:02,7
08/04/25 06:49:02,0
08/04/25 09:39:32,-1
08/04/25 09:40:32,-2
08/04/25 09:41:32,44
08/04/25 09:42:32,-2
08/04/25 09:43:32,-11
08/04/25 09:44:32,0
08/04/25 09:45:32,0
08/04/25 09:46:32,6
08/04/25 09:47:32,-7
08/04/25 09:48:32,0
08/04/25 09:49:32,0
08/04/25 09:50:33,0
08/04/25 09:51:33,0
08/04/25 09:52:33,0
08/04/25 09:53:33,64
08/04/25 09:54:33,-19
08/04/25 09:55:33,0
08/04/25 09:56:33,0
08/04/25 09:57:33,5
08/04/25 09:58:33,0
08/04/25 09:59:33,10
08/04/25 13:43:29,-21
08/04/25 13:44:31,7
08/04/25 13:45:31,-35
08/04/25 13:46:31,0
08/04/25 13:47:31,0
08/04/25 13:48:31,13
08/04/25 13:49:31,33
08/04/25 13:50:31,-9
08/04/25 13:51:31,13
08/04/25 13:52:31,0
08/04/25 13:53:31,-17
08/04/25 13:54:31,2
08/04/25 23:51:31,0
08/04/25 23:52:31,0
08/04/25 23:53:31,41
08/04/25 23:54:31,-26
08/04/25 23:55:31,-21
08/04/25 23:56:31,-4
08/04/25 23:57:31,0
08/04/25 23:58:31,0
08/04/25 23:59:31,4
