timestamp,Infrared to Red Signal Ratio
11/18/24 20:53:29,0
11/18/24 20:54:29,0
11/18/24 20:55:29,12
11/18/24 20:56:29,15
11/18/24 20:57:29,0
11/18/24 20:58:29,4
11/18/24 22:05:59,0
11/18/24 22:06:59,-29
11/18/24 22:07:59,-13
11/18/24 22:08:59,11
11/18/24 22:09:59,-6
11/18/24 22:19:29,5
11/18/24 22:20:29,-34
11/18/24 22:21:29,-8
11/18/24 22:22:29,-36
11/18/24 22:23:29,-7
11/18/24 22:24:29,-22
11/18/24 22:25:29,-21
11/18/24 22:26:29,0
11/18/24 22:27:29,-13
11/18/24 22:28:29,-13
11/18/24 22:29:29,0
11/18/24 22:30:29,1
11/18/24 22:31:29,-52
11/18/24 22:32:29,0
11/18/24 22:33:29,-11
11/18/24 22:34:29,28
11/18/24 22:35:29,0
11/18/24 22:36:29,0
11/18/24 22:37:29,8
11/18/24 22:38:29,1
11/18/24 22:39:29,0
11/18/24 22:40:29,-5
11/18/24 22:41:29,3
11/18/24 22:42:29,-5
11/18/24 22:43:29,0
11/18/24 22:44:29,0
11/18/24 22:45:29,0
11/18/24 22:46:29,0
11/18/24 22:47:29,0
11/18/24 22:48:29,-78
11/18/24 22:49:29,12
11/18/24 22:50:29,-2
11/18/24 22:51:29,-3
11/18/24 22:52:29,-2
11/18/24 22:53:29,0
11/18/24 22:54:29,-1
11/18/24 22:55:29,-14
11/18/24 22:56:29,1
11/18/24 22:57:29,-3
11/18/24 22:58:29,-4
11/18/24 22:59:29,9
11/18/24 23:00:29,-3
11/18/24 23:01:29,11
11/18/24 23:02:29,-2
11/18/24 23:03:29,5
11/18/24 23:04:29,-1
11/18/24 23:05:29,-28
11/18/24 23:06:29,-46
11/18/24 23:07:29,1
11/18/24 23:08:29,-58
11/18/24 23:09:29,0
11/18/24 23:10:29,19
11/18/24 23:11:29,-25
11/18/24 23:12:29,0
11/18/24 23:13:29,-3
11/18/24 23:14:29,20
11/18/24 23:15:29,-2
11/18/24 23:16:29,18
11/18/24 23:17:29,-7
11/18/24 23:18:29,0
11/18/24 23:19:29,47
11/18/24 23:20:29,-4
11/18/24 23:21:29,0
11/18/24 23:22:29,0
11/18/24 23:23:29,0
11/18/24 23:24:29,8
11/18/24 23:25:29,21
11/18/24 23:26:29,-2
11/18/24 23:27:29,-3
11/18/24 23:28:29,0
11/18/24 23:29:29,-1
11/18/24 23:30:29,0
11/18/24 23:31:29,-4
11/18/24 23:32:29,0
11/18/24 23:33:29,4
11/18/24 23:34:29,-36
11/18/24 23:35:29,-45
11/18/24 23:36:29,0
11/18/24 23:37:29,0
11/18/24 23:38:29,0
11/18/24 23:39:29,-12
11/18/24 23:40:29,-29
11/18/24 23:41:29,31
11/18/24 23:42:29,0
11/18/24 23:43:29,-12
11/18/24 23:44:29,15
11/18/24 23:45:29,7
11/18/24 23:46:29,11
11/18/24 23:47:29,14
11/18/24 23:48:29,-5
11/18/24 23:49:29,45
11/18/24 23:50:29,-15
11/18/24 23:51:29,44
11/18/24 23:52:29,0
11/18/24 23:53:29,3
11/18/24 23:54:29,-5
11/18/24 23:55:29,-1
11/18/24 23:56:29,6
11/18/24 23:57:29,-11
11/18/24 23:58:29,5
11/18/24 23:59:29,0
