timestamp,Infrared to Red Signal Ratio
03/07/25 00:00:29,37
03/07/25 00:01:29,0
03/07/25 00:02:29,-1
03/07/25 00:03:29,0
03/07/25 00:04:29,13
03/07/25 00:05:29,18
03/07/25 00:06:29,17
03/07/25 00:07:29,-2
03/07/25 00:08:29,37
03/07/25 00:09:29,9
03/07/25 00:10:29,5
03/07/25 00:11:29,0
03/07/25 00:12:29,0
03/07/25 00:13:29,8
03/07/25 00:14:29,-18
03/07/25 00:15:29,-21
03/07/25 00:16:29,-38
03/07/25 00:17:29,12
03/07/25 00:18:29,1
03/07/25 00:19:29,23
03/07/25 00:20:29,0
03/07/25 00:21:29,-19
03/07/25 00:22:29,-2
03/07/25 00:23:29,-4
03/07/25 00:24:30,-55
03/07/25 00:25:30,0
03/07/25 00:26:30,43
03/07/25 00:27:30,0
03/07/25 00:28:30,0
03/07/25 00:29:30,0
03/07/25 00:30:30,0
03/07/25 00:31:30,0
03/07/25 00:32:30,-4
03/07/25 00:33:30,0
03/07/25 00:34:30,-21
03/07/25 00:35:30,0
03/07/25 00:36:30,0
03/07/25 00:37:30,-2
03/07/25 01:14:29,0
03/07/25 01:15:29,-28
03/07/25 01:16:29,-27
03/07/25 01:17:29,-5
03/07/25 01:18:29,-21
03/07/25 01:19:29,-5
03/07/25 01:20:29,12
03/07/25 01:21:29,20
03/07/25 01:22:29,15
03/07/25 01:23:29,-47
03/07/25 01:24:29,1
03/07/25 01:25:29,3
03/07/25 01:26:29,-14
03/07/25 01:27:29,-13
03/07/25 01:28:29,-2
03/07/25 01:29:29,-75
03/07/25 01:30:29,6
03/07/25 01:31:29,-41
03/07/25 01:32:29,7
03/07/25 01:33:29,17
03/07/25 01:34:29,0
03/07/25 01:35:29,12
03/07/25 01:36:29,-1
03/07/25 01:37:29,-36
03/07/25 01:38:29,0
03/07/25 01:39:29,4
03/07/25 01:40:29,-4
03/07/25 01:41:29,-1
03/07/25 01:42:29,-1
03/07/25 01:43:29,-8
03/07/25 01:44:29,11
03/07/25 01:45:29,0
03/07/25 01:46:29,-26
03/07/25 01:47:29,0
03/07/25 01:48:29,-2
03/07/25 01:49:29,-5
03/07/25 01:50:29,-16
03/07/25 01:51:29,-18
03/07/25 01:52:29,-23
03/07/25 01:53:29,0
03/07/25 01:54:29,0
03/07/25 01:55:29,-2
03/07/25 01:56:29,-4
03/07/25 01:57:29,5
03/07/25 01:58:29,-8
03/07/25 01:59:29,-67
03/07/25 02:00:29,-66
03/07/25 02:01:29,0
03/07/25 02:02:29,-26
03/07/25 02:03:29,-5
03/07/25 02:04:29,-1
03/07/25 02:05:29,-26
03/07/25 02:06:29,-23
03/07/25 02:07:29,3
03/07/25 02:08:29,-6
03/07/25 02:09:29,0
03/07/25 02:10:29,-24
03/07/25 02:11:29,0
03/07/25 02:12:29,5
03/07/25 02:13:29,0
03/07/25 02:14:29,3
03/07/25 02:15:29,28
03/07/25 02:16:29,17
03/07/25 02:17:30,-7
03/07/25 02:18:30,13
03/07/25 02:19:30,0
03/07/25 02:20:30,6
03/07/25 02:21:30,-19
03/07/25 02:22:30,0
03/07/25 02:23:30,-5
03/07/25 02:24:30,4
03/07/25 02:25:30,44
03/07/25 02:26:30,0
03/07/25 02:27:30,-69
03/07/25 02:28:30,0
03/07/25 02:29:30,0
03/07/25 02:30:30,6
03/07/25 02:31:30,-4
03/07/25 02:32:30,2
03/07/25 02:33:30,-4
03/07/25 02:34:30,12
03/07/25 02:35:30,26
03/07/25 02:36:30,4
03/07/25 02:37:30,-4
03/07/25 02:38:30,23
03/07/25 02:39:30,0
03/07/25 02:40:30,-21
03/07/25 02:41:30,-6
03/07/25 02:42:30,0
03/07/25 02:43:30,-9
03/07/25 02:44:30,-8
03/07/25 02:45:30,5
03/07/25 02:46:30,0
03/07/25 02:47:30,-1
03/07/25 02:48:30,-19
03/07/25 02:49:30,13
03/07/25 02:50:30,21
03/07/25 02:51:30,-44
03/07/25 02:52:30,0
03/07/25 02:53:30,-14
03/07/25 02:54:30,0
03/07/25 02:55:30,-48
03/07/25 02:56:30,-46
03/07/25 02:57:30,-33
03/07/25 02:58:30,41
03/07/25 02:59:30,13
03/07/25 03:00:30,19
03/07/25 03:01:30,-52
03/07/25 03:02:30,-12
03/07/25 03:03:30,-2
03/07/25 03:04:30,-4
03/07/25 03:05:30,-7
03/07/25 03:06:30,-34
03/07/25 03:07:30,-19
03/07/25 03:08:30,14
03/07/25 03:09:30,-11
03/07/25 03:10:30,-8
03/07/25 03:11:30,32
03/07/25 03:12:30,-22
03/07/25 03:13:30,26
03/07/25 03:14:30,-6
03/07/25 03:15:30,-36
03/07/25 03:16:30,-49
03/07/25 03:17:30,-21
03/07/25 03:18:30,29
03/07/25 03:19:30,-10
03/07/25 03:20:30,-4
03/07/25 03:21:30,0
03/07/25 03:22:30,-26
03/07/25 03:23:30,8
03/07/25 03:24:30,0
03/07/25 03:25:30,51
03/07/25 03:26:30,4
03/07/25 03:27:30,-14
03/07/25 03:28:30,0
03/07/25 03:29:30,0
03/07/25 03:30:30,10
03/07/25 03:31:30,0
03/07/25 03:32:30,0
03/07/25 03:33:30,-7
03/07/25 03:34:30,0
03/07/25 03:35:30,27
03/07/25 03:36:30,-1
03/07/25 03:37:30,-11
03/07/25 03:38:30,-4
03/07/25 03:39:30,20
03/07/25 03:40:30,2
03/07/25 03:41:30,37
03/07/25 03:42:30,0
03/07/25 03:43:30,-11
03/07/25 03:44:30,0
03/07/25 03:45:30,-8
03/07/25 03:46:30,-2
03/07/25 03:47:30,2
03/07/25 03:48:30,-2
03/07/25 03:49:30,-7
03/07/25 03:50:30,10
03/07/25 03:51:30,-27
03/07/25 03:52:30,-13
03/07/25 03:53:30,-60
03/07/25 03:54:30,0
03/07/25 03:55:30,-7
03/07/25 03:56:30,-29
03/07/25 03:57:30,0
03/07/25 03:58:30,31
03/07/25 03:59:30,8
03/07/25 04:00:30,4
03/07/25 04:01:30,17
03/07/25 04:02:30,17
03/07/25 04:03:30,13
03/07/25 04:04:30,-17
03/07/25 04:05:30,-30
03/07/25 04:06:30,39
03/07/25 04:07:30,-8
03/07/25 04:08:30,22
03/07/25 04:09:30,2
03/07/25 04:10:30,0
03/07/25 04:11:30,-55
03/07/25 04:12:30,1
03/07/25 04:13:30,8
03/07/25 04:14:30,10
03/07/25 04:15:30,-9
03/07/25 04:16:30,-11
03/07/25 04:17:30,-17
03/07/25 04:18:30,21
03/07/25 04:19:30,0
03/07/25 04:20:30,17
03/07/25 04:21:30,21
03/07/25 04:22:30,-5
03/07/25 04:23:30,13
03/07/25 04:24:30,-23
03/07/25 04:25:30,0
03/07/25 04:26:30,4
03/07/25 04:27:30,-4
03/07/25 04:28:30,0
03/07/25 04:29:30,0
03/07/25 04:30:30,0
03/07/25 04:31:30,0
03/07/25 04:32:30,11
03/07/25 04:33:30,-6
03/07/25 04:34:30,-17
03/07/25 04:35:30,-13
03/07/25 04:36:30,-25
03/07/25 04:37:30,-26
03/07/25 04:38:30,47
03/07/25 04:39:30,-33
03/07/25 04:40:30,-68
03/07/25 04:41:30,-69
03/07/25 04:42:30,0
03/07/25 04:43:30,-42
03/07/25 04:44:30,-37
03/07/25 04:45:30,10
03/07/25 04:46:30,0
03/07/25 04:47:30,11
03/07/25 04:48:30,17
03/07/25 04:49:30,2
03/07/25 04:50:30,0
03/07/25 04:51:30,5
03/07/25 04:52:30,0
03/07/25 04:53:30,-1
03/07/25 04:54:30,60
03/07/25 04:55:30,-3
03/07/25 04:56:30,0
03/07/25 04:57:30,-3
03/07/25 04:58:30,4
03/07/25 04:59:30,4
03/07/25 05:00:30,5
03/07/25 05:01:30,0
03/07/25 05:02:30,-1
03/07/25 05:03:30,-11
03/07/25 05:04:30,1
03/07/25 05:05:30,16
03/07/25 05:06:30,0
03/07/25 05:07:30,0
03/07/25 05:08:30,0
03/07/25 05:09:30,-8
03/07/25 05:10:30,18
03/07/25 05:11:30,0
03/07/25 05:12:30,-25
03/07/25 05:13:30,0
03/07/25 05:14:30,0
03/07/25 05:15:30,0
03/07/25 05:16:30,-61
03/07/25 05:17:30,-21
03/07/25 05:18:30,-27
03/07/25 05:19:30,21
03/07/25 05:20:30,-3
03/07/25 05:21:30,0
03/07/25 05:22:30,-18
03/07/25 05:23:30,-11
03/07/25 05:24:30,0
03/07/25 05:25:30,-17
03/07/25 05:26:30,6
03/07/25 05:27:30,-15
03/07/25 05:28:30,0
03/07/25 05:29:30,-56
03/07/25 05:30:30,-10
03/07/25 05:31:30,0
03/07/25 05:32:30,0
03/07/25 05:33:30,-33
03/07/25 05:34:30,0
03/07/25 11:13:00,0
03/07/25 11:14:00,-4
03/07/25 11:15:00,0
03/07/25 11:16:00,-4
03/07/25 11:17:00,4
03/07/25 14:07:30,-4
03/07/25 14:08:30,0
03/07/25 14:09:30,0
03/07/25 14:10:30,0
03/07/25 14:11:30,43
