timestamp,Infrared to Red Signal Ratio
09/22/24 10:11:59,0
09/22/24 10:12:59,0
09/22/24 10:13:59,0
09/22/24 10:14:59,0
09/22/24 10:15:59,0
09/22/24 10:16:59,0
09/22/24 12:53:30,0
09/22/24 12:54:30,0
09/22/24 12:55:30,0
09/22/24 12:56:30,0
09/22/24 12:57:30,0
09/22/24 12:58:30,0
09/22/24 12:59:30,0
09/22/24 13:00:30,23
09/22/24 13:11:29,-30
09/22/24 13:12:29,12
09/22/24 13:13:29,10
09/22/24 13:14:29,0
09/22/24 13:15:29,0
09/22/24 13:16:29,0
09/22/24 13:17:29,-7
09/22/24 13:18:29,8
09/22/24 13:19:29,8
09/22/24 13:20:29,-1
09/22/24 13:21:29,12
09/22/24 13:22:29,0
09/22/24 13:23:29,0
09/22/24 13:24:29,2
09/22/24 13:25:29,-3
09/22/24 13:26:29,18
09/22/24 13:27:29,6
09/22/24 13:28:29,-14
09/22/24 13:29:29,13
09/22/24 13:30:29,-1
09/22/24 13:31:29,0
09/22/24 13:32:29,-14
09/22/24 13:33:29,0
09/22/24 13:34:29,2
09/22/24 13:35:29,-6
09/22/24 13:36:29,0
09/22/24 13:37:29,3
09/22/24 13:38:29,0
09/22/24 13:39:29,-26
09/22/24 13:40:29,0
09/22/24 13:41:29,-2
09/22/24 13:42:29,0
09/22/24 13:43:29,-8
09/22/24 13:44:29,-3
09/22/24 13:45:29,30
09/22/24 13:46:29,0
09/22/24 13:47:29,-8
09/22/24 13:48:29,-15
09/22/24 13:49:29,0
09/22/24 13:50:29,0
09/22/24 13:51:29,-30
09/22/24 13:52:29,0
09/22/24 13:53:29,-17
09/22/24 13:54:29,-11
09/22/24 13:55:29,0
09/22/24 13:56:29,-7
09/22/24 22:34:59,22
09/22/24 22:35:59,21
09/22/24 22:36:59,25
09/22/24 22:37:59,8
09/22/24 22:38:59,0
09/22/24 22:39:59,0
09/22/24 22:40:59,54
09/22/24 22:41:59,64
09/22/24 22:42:59,-29
09/22/24 22:43:59,-2
09/22/24 22:44:59,0
09/22/24 22:45:59,0
09/22/24 22:46:59,-6
09/22/24 22:47:59,9
09/22/24 22:48:59,0
09/22/24 22:49:59,-4
09/22/24 22:50:59,-6
09/22/24 22:51:59,0
09/22/24 22:52:59,1
09/22/24 22:53:59,-20
09/22/24 22:54:59,0
09/22/24 22:55:59,2
09/22/24 22:56:59,46
09/22/24 22:57:59,46
09/22/24 22:58:59,-1
09/22/24 22:59:59,17
09/22/24 23:00:59,13
09/22/24 23:01:59,-1
09/22/24 23:02:59,0
09/22/24 23:03:59,-12
09/22/24 23:04:59,75
09/22/24 23:05:59,5
09/22/24 23:06:59,-9
09/22/24 23:07:59,-18
09/22/24 23:08:59,-13
09/22/24 23:09:59,-28
09/22/24 23:10:59,0
09/22/24 23:11:59,-4
09/22/24 23:12:59,13
09/22/24 23:13:59,-1
09/22/24 23:14:59,12
09/22/24 23:15:59,0
09/22/24 23:16:59,-3
09/22/24 23:17:59,25
09/22/24 23:18:59,-3
09/22/24 23:19:59,0
09/22/24 23:20:59,0
09/22/24 23:21:59,-31
09/22/24 23:22:59,2
09/22/24 23:23:59,-7
09/22/24 23:24:59,0
09/22/24 23:25:59,0
09/22/24 23:26:59,-3
09/22/24 23:27:59,24
09/22/24 23:28:59,1
09/22/24 23:29:59,-8
09/22/24 23:30:59,3
09/22/24 23:31:59,-20
09/22/24 23:32:59,-11
09/22/24 23:33:59,-17
09/22/24 23:34:59,-1
09/22/24 23:35:59,30
09/22/24 23:36:59,-20
09/22/24 23:37:59,-11
09/22/24 23:38:59,-9
09/22/24 23:39:59,-5
09/22/24 23:40:59,0
09/22/24 23:41:59,-7
09/22/24 23:42:59,-1
09/22/24 23:43:59,-10
09/22/24 23:44:59,18
09/22/24 23:45:59,21
09/22/24 23:46:59,-4
09/22/24 23:47:59,-49
09/22/24 23:48:59,3
09/22/24 23:49:59,4
09/22/24 23:50:59,-2
09/22/24 23:51:59,7
09/22/24 23:52:59,0
09/22/24 23:53:59,0
09/22/24 23:54:59,-2
09/22/24 23:55:59,-7
09/22/24 23:56:59,9
09/22/24 23:57:59,17
09/22/24 23:58:59,-3
09/22/24 23:59:59,8
