timestamp,Infrared to Red Signal Ratio
11/23/24 00:00:59,3
11/23/24 00:01:59,34
11/23/24 00:02:59,13
11/23/24 00:03:59,0
11/23/24 00:04:59,51
11/23/24 00:05:59,-27
11/23/24 00:06:59,15
11/23/24 00:07:59,25
11/23/24 00:08:59,31
11/23/24 00:09:59,-4
11/23/24 00:10:59,69
11/23/24 00:11:59,36
11/23/24 00:12:59,7
11/23/24 00:13:59,0
11/23/24 00:14:59,31
11/23/24 00:15:59,34
11/23/24 00:16:59,0
11/23/24 00:17:59,6
11/23/24 00:18:59,39
11/23/24 00:19:59,23
11/23/24 00:20:59,25
11/23/24 00:21:59,0
11/23/24 00:22:59,0
11/23/24 00:23:59,-4
11/23/24 00:24:59,-19
11/23/24 00:25:59,26
11/23/24 00:26:59,-23
11/23/24 00:27:59,15
11/23/24 00:28:59,-12
11/23/24 00:29:59,33
11/23/24 00:30:59,9
11/23/24 00:31:59,-2
11/23/24 00:32:59,-1
11/23/24 00:33:59,5
11/23/24 00:34:59,-11
11/23/24 00:35:59,-3
11/23/24 00:36:59,-39
11/23/24 00:37:59,0
11/23/24 00:38:59,-1
11/23/24 00:39:59,-8
11/23/24 00:40:59,11
11/23/24 00:41:59,0
11/23/24 00:42:59,0
11/23/24 00:43:59,-3
11/23/24 00:44:59,-4
11/23/24 00:45:59,-13
11/23/24 00:46:59,-1
11/23/24 00:47:59,0
11/23/24 00:48:59,-29
11/23/24 00:49:59,-6
11/23/24 00:50:59,-16
11/23/24 00:51:59,0
11/23/24 00:52:59,0
11/23/24 00:53:59,-4
11/23/24 00:54:59,-3
11/23/24 00:55:59,46
11/23/24 00:56:59,-19
11/23/24 00:57:59,1
11/23/24 00:58:59,4
11/23/24 00:59:59,-2
11/23/24 01:00:59,0
11/23/24 01:01:59,-2
11/23/24 01:02:59,-8
11/23/24 01:03:59,4
11/23/24 01:04:59,0
11/23/24 01:05:59,-17
11/23/24 01:06:59,30
11/23/24 01:07:59,-18
11/23/24 01:08:59,1
11/23/24 01:09:59,7
11/23/24 01:10:59,-29
11/23/24 01:11:59,0
11/23/24 01:12:59,-21
11/23/24 01:13:59,7
11/23/24 01:14:59,52
11/23/24 01:15:59,2
11/23/24 01:16:59,4
11/23/24 01:17:59,17
11/23/24 01:18:59,7
11/23/24 01:19:59,-2
11/23/24 01:20:59,-1
11/23/24 01:21:59,21
11/23/24 01:22:59,3
11/23/24 01:23:59,0
11/23/24 01:24:59,0
11/23/24 01:25:59,0
11/23/24 01:26:59,0
11/23/24 01:27:59,-11
11/23/24 01:28:59,0
11/23/24 01:29:59,-3
11/23/24 01:30:59,-4
11/23/24 01:31:59,3
11/23/24 01:32:59,8
11/23/24 01:33:59,51
11/23/24 01:34:59,0
11/23/24 01:35:59,-6
11/23/24 01:36:59,-1
11/23/24 01:37:59,11
11/23/24 01:38:59,-4
11/23/24 01:39:59,34
11/23/24 01:40:59,0
11/23/24 01:41:59,-9
11/23/24 01:42:59,0
11/23/24 01:43:59,4
11/23/24 01:44:59,-4
11/23/24 01:45:59,22
11/23/24 01:46:59,16
11/23/24 01:47:59,-9
11/23/24 01:48:59,48
11/23/24 01:49:59,-47
11/23/24 01:50:59,8
11/23/24 01:51:59,-26
11/23/24 01:52:59,15
11/23/24 01:53:59,77
11/23/24 01:54:59,0
11/23/24 01:55:59,0
11/23/24 01:56:59,-49
11/23/24 01:57:59,-2
11/23/24 01:58:59,43
11/23/24 01:59:59,1
11/23/24 02:00:59,-1
11/23/24 02:01:59,7
11/23/24 02:02:59,0
11/23/24 02:03:59,0
11/23/24 02:04:59,10
11/23/24 02:05:59,0
11/23/24 02:06:59,0
11/23/24 02:07:59,-28
11/23/24 02:08:59,-4
11/23/24 02:09:59,-52
11/23/24 02:10:59,4
11/23/24 02:11:59,-27
11/23/24 02:12:59,0
11/23/24 02:13:59,8
11/23/24 02:14:59,0
11/23/24 02:15:59,0
11/23/24 02:16:59,0
11/23/24 02:17:59,-3
11/23/24 02:18:59,0
11/23/24 02:19:59,0
11/23/24 02:20:59,-4
11/23/24 02:21:59,-5
11/23/24 02:22:59,52
11/23/24 02:23:59,0
11/23/24 02:25:58,0
11/23/24 02:26:58,0
11/23/24 02:27:58,0
11/23/24 02:28:59,21
11/23/24 02:29:59,-3
11/23/24 06:29:00,-15
11/23/24 06:30:00,-13
11/23/24 06:31:00,-2
11/23/24 06:32:00,-1
11/23/24 06:33:00,2
11/23/24 06:34:00,-54
11/23/24 06:35:00,17
11/23/24 06:36:00,20
11/23/24 06:37:00,8
11/23/24 06:38:00,25
11/23/24 06:39:00,14
11/23/24 06:40:01,19
11/23/24 06:41:01,0
11/23/24 06:42:01,2
11/23/24 06:43:01,0
11/23/24 06:44:01,-1
11/23/24 06:45:01,-43
11/23/24 06:46:01,-28
11/23/24 06:47:01,0
11/23/24 06:48:01,3
11/23/24 06:49:01,0
11/23/24 06:50:01,-4
11/23/24 06:51:01,-80
11/23/24 06:52:01,-10
11/23/24 06:53:01,7
11/23/24 06:54:01,-13
11/23/24 06:55:01,7
11/23/24 06:56:01,-1
11/23/24 06:57:01,-37
11/23/24 06:58:01,-22
11/23/24 06:59:01,-26
11/23/24 07:00:01,-8
11/23/24 07:01:01,-1
11/23/24 07:02:01,-19
11/23/24 07:03:01,36
11/23/24 07:04:01,0
11/23/24 07:05:01,-21
11/23/24 07:06:01,-32
11/23/24 07:07:01,-28
11/23/24 07:08:01,8
11/23/24 07:09:01,-39
11/23/24 07:10:01,0
11/23/24 07:11:01,0
11/23/24 07:12:01,-19
11/23/24 07:13:01,-1
11/23/24 07:14:01,-2
11/23/24 07:15:01,-2
11/23/24 07:16:01,-14
11/23/24 07:17:01,0
11/23/24 07:18:01,-13
11/23/24 07:19:01,0
11/23/24 07:20:01,-8
11/23/24 07:21:01,-3
11/23/24 07:22:01,0
11/23/24 07:23:01,-3
11/23/24 07:24:01,24
11/23/24 07:25:01,0
11/23/24 07:26:01,21
11/23/24 07:27:01,0
11/23/24 07:28:01,0
11/23/24 07:29:29,9
11/23/24 07:30:29,-16
11/23/24 07:31:29,2
