timestamp,Infrared to Red Signal Ratio
03/20/25 00:00:29,-4
03/20/25 00:01:29,-8
03/20/25 00:02:29,-22
03/20/25 00:03:29,-14
03/20/25 00:04:29,0
03/20/25 00:05:29,2
03/20/25 00:06:29,0
03/20/25 00:07:29,-15
03/20/25 00:08:29,-31
03/20/25 00:09:29,23
03/20/25 00:10:29,-2
03/20/25 00:11:29,47
03/20/25 00:12:29,-2
03/20/25 00:13:29,-16
03/20/25 00:14:29,5
03/20/25 00:15:29,-65
03/20/25 00:16:29,-23
03/20/25 00:17:29,-3
03/20/25 00:18:29,2
03/20/25 00:19:29,-8
03/20/25 00:20:29,43
03/20/25 00:21:29,-13
03/20/25 00:22:29,-3
03/20/25 00:23:29,-17
03/20/25 00:24:29,0
03/20/25 00:25:29,9
03/20/25 00:26:29,43
03/20/25 00:27:29,8
03/20/25 00:28:29,-2
03/20/25 00:29:29,-6
03/20/25 00:30:29,0
03/20/25 00:31:29,0
03/20/25 00:32:29,0
03/20/25 00:33:29,-26
03/20/25 00:34:29,1
03/20/25 00:35:29,-3
03/20/25 00:36:29,-1
03/20/25 00:37:29,-5
03/20/25 00:38:29,0
03/20/25 00:39:29,0
03/20/25 00:40:29,-45
03/20/25 00:41:29,0
03/20/25 00:42:29,-8
03/20/25 00:43:29,-6
03/20/25 00:44:29,69
03/20/25 00:45:29,0
03/20/25 00:46:29,-4
03/20/25 00:47:29,-2
03/20/25 00:48:29,-1
03/20/25 00:49:29,4
03/20/25 00:50:29,11
03/20/25 00:51:29,20
03/20/25 00:52:29,-6
03/20/25 00:53:29,-3
03/20/25 00:54:29,-2
03/20/25 00:55:29,0
03/20/25 00:56:29,0
03/20/25 00:57:29,0
03/20/25 00:58:29,6
03/20/25 00:59:29,0
03/20/25 01:00:29,0
03/20/25 01:01:29,-3
03/20/25 01:02:29,-7
03/20/25 01:03:29,18
03/20/25 01:04:29,-4
03/20/25 01:05:29,-2
03/20/25 01:06:29,0
03/20/25 01:07:29,10
03/20/25 01:08:29,-6
03/20/25 01:09:29,8
03/20/25 01:10:29,4
03/20/25 01:11:29,-17
03/20/25 01:12:29,0
03/20/25 01:13:29,-5
03/20/25 01:14:29,0
03/20/25 01:15:29,-68
03/20/25 01:16:29,-17
03/20/25 01:17:29,5
03/20/25 01:18:29,0
03/20/25 01:19:29,10
03/20/25 01:20:29,-3
03/20/25 01:21:29,-5
03/20/25 01:22:29,-7
03/20/25 01:23:29,-7
03/20/25 01:24:29,0
03/20/25 01:25:29,-13
03/20/25 01:26:29,-4
03/20/25 01:27:29,0
03/20/25 01:28:29,4
03/20/25 01:29:29,1
03/20/25 01:30:29,-7
03/20/25 01:31:29,-4
03/20/25 01:32:29,-1
03/20/25 01:33:29,4
03/20/25 01:34:29,26
03/20/25 01:35:29,26
03/20/25 01:36:29,0
03/20/25 01:37:29,0
03/20/25 01:38:29,-1
03/20/25 01:39:29,-1
03/20/25 01:40:29,1
03/20/25 01:41:29,-11
03/20/25 01:42:29,-4
03/20/25 01:43:29,-12
03/20/25 01:44:29,0
03/20/25 01:45:29,-2
03/20/25 01:46:29,15
03/20/25 01:47:29,-41
03/20/25 01:48:29,8
03/20/25 01:49:29,0
03/20/25 01:50:29,-36
03/20/25 01:51:29,15
03/20/25 01:52:29,-8
03/20/25 01:53:29,54
03/20/25 01:54:29,0
03/20/25 01:55:29,-14
03/20/25 01:56:29,0
03/20/25 01:57:29,0
03/20/25 01:58:29,-68
03/20/25 01:59:29,-57
03/20/25 02:00:29,5
03/20/25 02:01:29,0
03/20/25 02:02:29,0
03/20/25 02:03:29,0
03/20/25 02:04:29,5
03/20/25 02:05:29,0
03/20/25 02:06:29,-1
03/20/25 02:07:29,17
03/20/25 02:08:29,-15
03/20/25 02:09:29,-17
03/20/25 02:10:29,-21
03/20/25 02:11:29,-5
03/20/25 02:12:29,-16
03/20/25 02:13:29,-12
03/20/25 02:14:29,-9
03/20/25 02:15:29,24
03/20/25 02:16:29,3
03/20/25 02:17:29,-18
03/20/25 02:18:29,7
03/20/25 02:19:29,0
03/20/25 02:20:29,0
03/20/25 02:21:29,20
03/20/25 02:22:29,61
03/20/25 02:23:29,3
03/20/25 02:24:29,33
03/20/25 02:25:29,-31
03/20/25 02:26:29,-5
03/20/25 02:27:29,-4
03/20/25 02:28:29,0
03/20/25 02:29:29,0
03/20/25 02:30:29,0
03/20/25 02:31:29,-62
03/20/25 02:32:29,0
03/20/25 02:33:29,-8
03/20/25 02:34:29,-3
03/20/25 02:35:29,0
03/20/25 02:36:29,-8
03/20/25 02:37:29,0
03/20/25 02:38:29,0
03/20/25 02:39:29,0
03/20/25 02:40:29,0
03/20/25 02:41:29,-6
03/20/25 02:42:29,0
03/20/25 02:43:29,5
03/20/25 02:44:29,-39
03/20/25 02:45:29,-24
03/20/25 02:46:29,52
03/20/25 02:47:29,3
03/20/25 02:48:29,1
