sleep_id,sleep_stage_id,sleep_stage_type,start_utc_offset,sleep_stage_start,end_utc_offset,sleep_stage_end,data_source,sleep_stage_created,sleep_stage_last_updated
1916868820259475944,1030659729563273312,AWAKE,-05:00,2023-09-12 23:29:30+0000,-05:00,2023-09-12 23:30:30+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,1075329158259860520,LIGHT,-05:00,2023-09-12 23:40:00+0000,-05:00,2023-09-12 23:43:30+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,1280162679655941096,AWAKE,-05:00,2023-09-13 00:49:30+0000,-05:00,2023-09-13 00:52:00+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,1505213064198824184,LIGHT,-05:00,2023-09-12 23:57:30+0000,-05:00,2023-09-13 00:03:00+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,2127169095965529792,LIGHT,-05:00,2023-09-12 23:30:30+0000,-05:00,2023-09-12 23:35:30+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,3108350713883768616,AWAKE,-05:00,2023-09-13 00:44:30+0000,-05:00,2023-09-13 00:45:00+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,319623272084734232,REM,-05:00,2023-09-12 23:35:30+0000,-05:00,2023-09-12 23:40:00+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,4647182330200390216,LIGHT,-05:00,2023-09-13 00:52:00+0000,-05:00,2023-09-13 01:06:00+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,4682738147324224304,LIGHT,-05:00,2023-09-12 23:53:30+0000,-05:00,2023-09-12 23:56:00+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,4789245862044133696,REM,-05:00,2023-09-12 23:43:30+0000,-05:00,2023-09-12 23:48:00+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,616906391848171808,LIGHT,-05:00,2023-09-13 00:45:00+0000,-05:00,2023-09-13 00:49:30+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,6343930893782798560,AWAKE,-05:00,2023-09-13 00:03:00+0000,-05:00,2023-09-13 00:04:30+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,6623840567921462720,LIGHT,-05:00,2023-09-13 00:43:00+0000,-05:00,2023-09-13 00:44:30+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,6762943436751094056,LIGHT,-05:00,2023-09-12 23:17:30+0000,-05:00,2023-09-12 23:29:30+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,6814033871388537128,AWAKE,-05:00,2023-09-12 23:48:00+0000,-05:00,2023-09-12 23:53:30+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,6831267679983451472,DEEP,-05:00,2023-09-12 23:11:00+0000,-05:00,2023-09-12 23:17:30+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,7500472697086466128,AWAKE,-05:00,2023-09-13 01:06:00+0000,-05:00,2023-09-13 01:06:30+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,7584574132859293440,AWAKE,-05:00,2023-09-12 23:56:00+0000,-05:00,2023-09-12 23:57:30+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,8291509183266349512,LIGHT,-05:00,2023-09-12 23:08:00+0000,-05:00,2023-09-12 23:11:00+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,8841643705684833408,LIGHT,-05:00,2023-09-13 00:04:30+0000,-05:00,2023-09-13 00:42:30+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
1916868820259475944,8873799273888237736,AWAKE,-05:00,2023-09-13 00:42:30+0000,-05:00,2023-09-13 00:43:00+0000,DERIVED,2024-12-31 18:06:45+0000,2024-12-31 18:06:45+0000
2624866928359023272,3439837199197843632,LIGHT,+07:00,2023-02-28 10:57:00+0000,+07:00,2023-02-28 11:01:30+0000,DERIVED,2024-12-31 18:12:35+0000,2024-12-31 18:12:35+0000
2624866928359023272,368153304995993344,LIGHT,+07:00,2023-02-28 11:49:30+0000,+07:00,2023-02-28 11:54:00+0000,DERIVED,2024-12-31 18:12:35+0000,2024-12-31 18:12:35+0000
2624866928359023272,3794257340028765736,LIGHT,+07:00,2023-02-28 12:43:30+0000,+07:00,2023-02-28 12:49:00+0000,DERIVED,2024-12-31 18:12:35+0000,2024-12-31 18:12:35+0000
2624866928359023272,3812635064612655896,AWAKE,+07:00,2023-02-28 10:53:00+0000,+07:00,2023-02-28 10:57:00+0000,DERIVED,2024-12-31 18:12:35+0000,2024-12-31 18:12:35+0000
2624866928359023272,3969907800769996704,AWAKE,+07:00,2023-02-28 12:07:30+0000,+07:00,2023-02-28 12:08:00+0000,DERIVED,2024-12-31 18:12:35+0000,2024-12-31 18:12:35+0000
2624866928359023272,4196425257246478080,AWAKE,+07:00,2023-02-28 11:49:00+0000,+07:00,2023-02-28 11:49:30+0000,DERIVED,2024-12-31 18:12:35+0000,2024-12-31 18:12:35+0000
2624866928359023272,483907440140491888,AWAKE,+07:00,2023-02-28 12:42:30+0000,+07:00,2023-02-28 12:43:30+0000,DERIVED,2024-12-31 18:12:35+0000,2024-12-31 18:12:35+0000
2624866928359023272,4852007291645526568,LIGHT,+07:00,2023-02-28 12:08:00+0000,+07:00,2023-02-28 12:17:30+0000,DERIVED,2024-12-31 18:12:35+0000,2024-12-31 18:12:35+0000
2624866928359023272,5668457154531093576,AWAKE,+07:00,2023-02-28 11:54:00+0000,+07:00,2023-02-28 11:56:00+0000,DERIVED,2024-12-31 18:12:35+0000,2024-12-31 18:12:35+0000
2624866928359023272,5741275740643772816,LIGHT,+07:00,2023-02-28 11:29:30+0000,+07:00,2023-02-28 11:35:00+0000,DERIVED,2024-12-31 18:12:35+0000,2024-12-31 18:12:35+0000
2624866928359023272,5928141133710862968,LIGHT,+07:00,2023-02-28 11:36:30+0000,+07:00,2023-02-28 11:49:00+0000,DERIVED,2024-12-31 18:12:35+0000,2024-12-31 18:12:35+0000
2624866928359023272,6648456836174033840,REM,+07:00,2023-02-28 12:17:30+0000,+07:00,2023-02-28 12:39:00+0000,DERIVED,2024-12-31 18:12:35+0000,2024-12-31 18:12:35+0000
2624866928359023272,6837773244777200840,LIGHT,+07:00,2023-02-28 11:02:00+0000,+07:00,2023-02-28 11:15:30+0000,DERIVED,2024-12-31 18:12:35+0000,2024-12-31 18:12:35+0000
